,tide,missing day,flag for attention,timestamp,ID,Location,Latitude,Longitude,GLOSS ID,Country,Date,Coastline,Station,Flag
429413,6601.0,0.0,000,1898-01-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429414,6701.0,0.0,000,1898-02-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429415,6371.0,0.0,000,1898-03-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429416,6311.0,0.0,000,1898-04-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429417,6331.0,0.0,000,1898-05-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429418,6571.0,0.0,000,1898-06-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429419,6671.0,0.0,000,1898-07-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429420,6481.0,0.0,000,1898-08-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429421,6551.0,0.0,000,1898-09-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429422,6271.0,0.0,000,1898-10-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429423,6361.0,0.0,000,1898-11-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429424,6821.0,0.0,000,1898-12-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429425,6731.0,0.0,000,1899-01-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429426,6551.0,0.0,000,1899-02-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429427,6581.0,0.0,000,1899-03-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429428,6481.0,0.0,000,1899-04-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429429,6301.0,0.0,000,1899-05-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429430,6421.0,0.0,000,1899-06-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429431,6331.0,0.0,000,1899-07-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429432,6541.0,0.0,000,1899-08-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429433,6591.0,0.0,000,1899-09-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429434,6671.0,0.0,000,1899-10-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429435,6851.0,0.0,000,1899-11-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429436,6591.0,0.0,000,1899-12-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429437,6171.0,0.0,000,1900-01-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429438,6161.0,1.0,000,1900-02-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429439,6231.0,0.0,000,1900-03-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429440,6371.0,0.0,000,1900-04-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429441,6381.0,0.0,000,1900-05-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429442,6311.0,0.0,000,1900-06-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429443,6421.0,0.0,000,1900-07-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429444,6421.0,0.0,000,1900-08-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429445,6471.0,0.0,000,1900-09-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429446,6651.0,0.0,000,1900-10-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429447,6281.0,0.0,000,1900-11-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429448,6531.0,0.0,000,1900-12-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429449,6361.0,0.0,000,1901-01-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429450,6451.0,0.0,000,1901-02-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429451,6141.0,0.0,000,1901-03-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429452,6401.0,0.0,000,1901-04-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429453,6141.0,0.0,000,1901-05-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429454,6311.0,0.0,000,1901-06-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429455,6281.0,0.0,000,1901-07-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429456,6341.0,0.0,000,1901-08-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429457,6251.0,0.0,000,1901-09-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429458,6281.0,0.0,000,1901-10-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429459,6561.0,0.0,000,1901-11-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429460,6521.0,0.0,000,1901-12-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429461,6751.0,0.0,000,1902-01-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429462,6381.0,0.0,000,1902-02-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429463,6291.0,0.0,000,1902-03-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429464,6231.0,0.0,000,1902-04-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
429465,6261.0,0.0,000,1902-05-01,118,KLAIPEDA,55.7,21.133000000000003,,LTU,17/07/2012,84,161,N
